image,ground_truth,prediction,cer,wer,exact_match
images/v2_026832.jpg,"+ trog tp, nhà văn đã xây dựg thành công nv Mên và Mon","+ Trog tp, nhà văn đã dây dựa thành côg vụ Mên và Men",0.1296,0.4286,0
images/v2_050407.jpg,lối sống của tuối trẻ hđường ngày nay? Trình bày ngắn gọn (),lời sông của thổi trẻ hdưỡng ngày nay? Trình bày ngàn gọn (),0.1167,0.3846,0
images/v2_026921.jpg,"chuyển công tác nhưng các anh, các chú vẫn thay nhau để","chuyển công tác nhưng các anh, các chủ xin thay nhau để",0.0545,0.1667,0
images/v2_034451.jpg,Nay tôi làm đơn này xin tố cáo,Nay tôi làm đơn này xin tố cáo,0.0,0.0,1
images/v2_031369.jpg,"ấy có người từng nói, sẽ đợi em","ấy có người từng nói, sẽ đợi em",0.0,0.0,1
images/v2_047111.jpg,So sánh giá trị của hai biểu thức a + b và b + a trong bảng sau :,So sánh giá trị của hai biểu thức a + b và b + a trong bảng sau:,0.0154,0.1053,0
images/v2_046984.jpg,Hôm nay em không có tâm trạng làm toán đâu,Hôm nay em không có tâm trang làm toán đâu,0.0238,0.1,0
images/v2_026093.jpg,và trả lời bằng,và trả 101 bằng,0.2,0.25,0
images/v2_058566.jpg,Vậy số vòng dây cuộn thứ cấp là 24 vòng.,Vậy số vòng dây cuộn thứ cấp là 24 vàng.,0.025,0.1,0
images/v2_004308.jpg,của E bị áp Lực bởi sự đồn đại của,của E bị áp lực bởi sự đồn đại của,0.0294,0.1,0
images/v2_005650.jpg,"nói khác của từ thành đạt, nghĩa là có được một cuộc sống giàu","nói khác của từ thành đạt, nghĩa là có được một cuộc sống giãu",0.0161,0.0714,0
images/v2_040104.jpg,Tôi xin làm bản tường trình kể rõ về sự việc xảy ra như sau:,"Tôi xin làm bản tường trình, kể rõ về sự việc xảy ra như sau:",0.0167,0.0667,0
images/v2_008504.jpg,Bạn Huy thân mến. Hôm nay phạm phân hết,Ban Huy thân mên Hàm nay phạm phân hết,0.1026,0.3333,0
images/v2_036152.jpg,ở thì quá khứ-> be chia thì qk là was vì he số ít),ở thì quá khứ -> be chia trí qk là was vì lu số ít),0.1,0.2857,0
images/v2_052668.jpg,2a = 30 <=> a = 15 (cm).,2a=30 (=) a=15 (cm).,0.25,0.875,0
images/v2_030631.jpg,bay thì bão.,bay thì bào.,0.0833,0.3333,0
images/v2_024176.jpg,Tuổi: 10 Đối tượng: Học sinh,Tuổi: 10 Đối tượng: Học sinh,0.0,0.0,1
images/v2_037504.jpg,"Xe cơ giới phải khắc phục, sửa chữa các khiếm khuyết hư hỏng để kiểm","Xe cơ giới phải khắc phục, sửa chữa các khiếm khuyết hư hỏng để kiểm",0.0,0.0,1
images/v2_036308.jpg,"cm, độ dài đáy gấp 2 lần chiều cao. Diện tích đất làm","em, độ dài đáy gấp 2 lên chiều cao. Diện tích đất làm",0.0377,0.1538,0
images/v2_023651.jpg,Kính gửi: - Hiệu trưởng trường Đại Học Bách Khoa Đà Nẵng,Kính gửi: - Hiệu mương Búng Đạ Học Bát Nam Thì Mắng,0.3393,0.5833,0
images/v2_001722.jpg,Bệnh Viện trong ca đêm hôm đó - đã đưa tôi về từ cỏi khôg,Bệnh Viện trong ca đem hôm đó - đã đưa tôi về từ cỏi không,0.0351,0.1333,0
images/v2_032376.jpg,Bài 70: Ôn tập,Bài 70: Ôn tập,0.0,0.0,1
images/v2_051797.jpg,Số cách chọn 1 bạn trong những hs còn lại: C¹₃₆,Số cách chọn 1 bạn trọng những hs còn lại: Cxc,0.0851,0.1818,0
images/v2_058674.jpg,"ứng xử của mỗi người. Tuy nhiên cũng phải biết giữ lấy cái riêng, tôn","ứng xử của mỗi người. Tuy nhiên cũng phải biết giữ lấy cái riêng, tôn",0.0,0.0,1
images/v2_009101.jpg,"Bố mẹ sinh con ra là phận gái, nuôi con ăn h","Bố mẹ sinh con ra là phận gái, nuôi con ănh",0.0227,0.1667,0
images/v2_051908.jpg,nhiệm lo cho các em nhỏ có gia đình,nhiệm lo. Cho các em nhỏ áo gia đình,0.1143,0.3333,0
images/v2_013171.jpg,Nắm được kiến thức các bài học,Nắm được kiến thức các bài học,0.0,0.0,1
images/v2_058464.jpg,"chiến tranh ác liệt và khi đất nc hoà bình, ng' lính ấy đã","chiến tranh ặc liệt - và, Khi đất nc hòa bình, ng linh ấy đo",0.1724,0.5714,0
images/v2_014695.jpg,"của trái tim rạo rực tuổi xuân thì. Và khi nhắc về tình yêu,","của trái tim rạo rực tuổi xuân thì. Và khi nhắc về tình yêu,",0.0,0.0,1
images/v2_033341.jpg,thì TH1 cả bố và mẹ đều hạt thuần chủng,thì TH1 cả bố và mẹ đều hại thuẫn chủng,0.0513,0.2,0
images/v2_023690.jpg,hôi rơi. Anh hát thêm ba bài đó để tỏ lòng,hôi rơi. Anh hát thêm ba bài đó để tỏ lòng,0.0,0.0,1
images/v2_052015.jpg,"chửi tôi đây. Mẹ được ông bà tôi đẻ ra,","chứu tôi đây. Mẹ được ông bà tôi đẻ ra,",0.0513,0.1,0
images/v2_011409.jpg,"bền bỉ, kiên trì và bỏ thời gian ra để làm 1 việc gì","bền bỉ, kiên trì và bỏ thời gian ra để làm 1 việc gì",0.0,0.0,1
images/v2_041792.jpg,"Muốn thử lại phép trừ ta có thể lấy hiệu cộng với số trừ, nếu được kết quả là số bị","Muốn thị lại phẹp trụ ta có thể lấy hiệu cộng với số trủ, nếu được kết quả là số bị",0.0482,0.1905,0
images/v2_045889.jpg,sâu sắc về vấn đề thuộc địa,Sâu sắc về vân đề thuộc dạ,0.1852,0.4286,0
images/v2_046501.jpg,có td điều hòa hoocmon sinh trưởng,có td điều hòa heoc mon sinh trường,0.0882,0.4286,0
images/v2_046649.jpg,bọn em trên suốt chặng đường còn lại,bon em trên suốt chẳng đường còn b.,0.1389,0.375,0
images/v2_010322.jpg,- Chủ ngữ không thể tự thực hiện hành động -> bị động.,- Chủ ngữ không thể tự thực hiện hành động -> bị động.,0.0,0.0,1
images/v2_055794.jpg,"khá, và trung bình không có h/s xếp loại yếu kém.","khá, và trung bình không có h/s xếp loại yếu kém.",0.0,0.0,1
images/v2_019657.jpg,cảm gia đình đối với con người trong cuộc sống hiện nay?,cảm gia đình đối với con người trong cuộc sống hiện nay?,0.0,0.0,1
images/v2_019029.jpg,"Internet, tôi chưa từng gặp mặt ngoài thực tế, họ chỉ gọi điện, kết bạn qua Zalo hướng dẫn và nói chuyện","I tomét, tôi chưa tưởng gặn một người thươn tế, họ chỉ gọi điện; kết bạn qua 2 nho hững dẫn và nói chuyện",0.2019,0.5,0
images/v2_035531.jpg,"VD3: Tìm số tự nhiên a, biết rằng khi chia 39 cho a thì dư 4","U3: Tìm số tự nhiên a, biết vằng khi chia 39 cho a thì dư 4",0.05,0.125,0
images/v2_036044.jpg,ăn mặc rất sạch sẽ gọn gàng phù hợp. Sở,ăn mặc rất sạch sẽ gọn gàng phù hợp Sở,0.0256,0.1,0
images/v2_004255.jpg,* Nét độc đáo trong cách đánh giặc của Lý Thường,* Nét độc đáo trong cách đánh giặc của Lý Thường,0.0,0.0,1
images/v2_046500.jpg,"Gọi h1, h2 lần, lượt là độ cao mực nước ở 2 bình","gọi hi, hệ lần, lượt là độ cao mực nước ở 2 bình",0.0625,0.2308,0
images/v2_022768.jpg,mạng xã hội là quay líp của tôi,mạng xã hội là quay líp của tôi,0.0,0.0,1
images/v2_043767.jpg,bao thanh trầm thử thách. Trăm suốt chiều dài lịch sử,bao thanh trần thử thách. Trăn suốt chiến dài lạnh số,0.1321,0.4545,0
images/v2_020944.jpg,"Mấy ai làm kẻ đứng trông bến bờ,","Mấy ai làm kẻ đứng trộng bến bờ,",0.0312,0.125,0
images/v2_055412.jpg,uy nghĩ mà gần gũi. Chây và hoa khắp miền đất nước,uy nghi mà gần gũi. Cây và hoa khấp miền đất nước,0.06,0.25,0
images/v2_044690.jpg,Ôi lời nói gió bay - Đôi mắt huyền,Ôi lời nói gió bay - Đôi mắt huyền,0.0,0.0,1
images/v2_053117.jpg,"Năm nay, tôi vừa 78 tuổi, vào lớp nhg~ ng`","năm nay, tôi nữa 78 tuổi, vày di tranh ngày",0.3333,0.6,0
images/v2_005753.jpg,Diện tích của hình tam giác bé (tính theo a) là:,Diện tích của hình tam giác bé (tính theo a) là:,0.0,0.0,1
images/v2_029170.jpg,vì anh. Anh sẽ luôn nỗ lực và cố gắng,vì anh. Anh sẽ luôn nỗ lựi và cố giấy,0.1081,0.2,0
images/v2_046751.jpg,⇒ C The boy v là cậu bé là người nên ta dùng who,=> 2 The bay v cậu bé là người nên ta dùng who,0.1458,0.2857,0
images/v2_011315.jpg,Khág chiến thắg lợi muôn,Khág chiến thg lợi muôn,0.0417,0.2,0
images/v2_029625.jpg,xuất sắc nội dung các môn học và đạt giải Nhì môn Cờ vua trong kì thi Thể,xuất sắc nội dung các môn học và đạt giải Nhỉ môn Cờ vua trong kì thi Thể.,0.0274,0.1111,0
images/v2_004853.jpg,hằn bán vào lầu xanh cho tú bà. Tôi đ2 tủi nhục chỉ muốn,hăn bán vào lầu xanh cho tù bà. Tôi đ' tủi nhục chỉ muồn,0.0714,0.2857,0
images/v2_055890.jpg,"có ích đấy, em là kim hẹn giờ.","cá ích đây, em là kim hẹn giờ.",0.0667,0.25,0
images/v2_008895.jpg,"Câu 2: Nổi cô đơn, sầu muộn của người chinh phụ được thể hiện","Câu 2: Nỗi cô đơn, sầu muộn của người chính phụ được thể hiện",0.0328,0.1429,0
images/v2_008037.jpg,nỗi nhớ da diết về tiếng gà và tình bà cháu,nỗi nhớ da diệt về tiếng gà và tình bà cháu,0.0233,0.0909,0
images/v2_013118.jpg,"lá thư ấy đã bị thất lạc, noay gửi lại lần 2.","là thư ấy đã bị thất Lạc, Koay gửi lại Lầu 2.",0.1111,0.3333,0
images/v2_032191.jpg,"ngoài bảy mươi tuổi. Bà có vóc dáng mảnh khảnh,","ngoài bảy mươi tuổi. Bã có vóc dáng mảnh khảnh,",0.0213,0.1,0
images/v2_045480.jpg,Như tia nắng tắt trong chiều đầy gió...,Như tia nắng tất trong chiều đầy gió.,0.0769,0.25,0
images/v2_018715.jpg,hạnh phúc. Hôm nào có dịp cho,hạnh phúc. Hôm nào có dịp cho,0.0,0.0,1
images/v2_040099.jpg,Họ vui vẻ kéo hàng trên cỏ biếc,Họ vui vẻ kèo hàng trên có biếc,0.0645,0.25,0
images/v2_014062.jpg,lại đem bánh kẹo về cho em. Dù chị ghê gớm cỡ,lại đem bánh kẹo về cho em. Dù chị ghê gớm cỡ,0.0,0.0,1
images/v2_029246.jpg,thiết tha cùng vs nhịp thơ 2/2/2 và hình ảnh so sánh,thiết tha cùng vs nhịp thơ đ/2/2 và hình ảnh so sánh,0.0192,0.0833,0
images/v2_046139.jpg,2 Viết số thích hợp vào ô trống (theo mẫu):,2 Viết số thích hợp vào ô trống (theo mẫu):,0.0,0.0,1
images/v2_017058.jpg,Diện tích tam qiác ABC là:,Diện tích tam giác ABC là:,0.0385,0.1667,0
images/v2_050788.jpg,"tiếng đều có một quy định riêng. Đối với 2 câu đầu,","tiếng đều có một quy định riêng Đối với 2 câu đầu,",0.0196,0.0833,0
images/v2_017155.jpg,cưa xong một đoạn. Hỏi cưa cả cây gỗ đó hết bao lâu ?,cưa xong một đoạn. Hỏi cưa cả cây gỗ đó hết bao lâu ?,0.0,0.0,1
images/v2_007717.jpg,Con biết bây giờ con đã không còn con,Con biết tây giờ con đã không còn con,0.027,0.1111,0
images/v2_036809.jpg,thế giới. Lễ hội này có nguồn gốc từ Ý với sự ảnh hưởng,thế giới: để hội này có nguồn gốc từ Ý với sự ảnh hương,0.0727,0.2143,0
images/v2_025361.jpg,"b/ Vật sáng AB = 1cm phẳng, mặt đặt vuôg góc với","b/ Vật tính AB = 10m phẳng, mảy đặt mông gói chí",0.2708,0.5,0
images/v2_033930.jpg,"Vì sau này khi em già đi, con gái mình sẽ","Vì sau này khi em gìa đi, con gái mình sẽ",0.0488,0.0909,0
images/v2_032705.jpg,- Liên hệ mở rông về các vấn đề lq đến hiện tượng lũ lụt.,- Liên hệ mở rộng về các vấn đề lg đến hiện nượng lũ lụt.,0.0526,0.2,0
images/v2_012192.jpg,a) Sau mấy giờ ô tô đuổi kịp xe máy?,a) Sau mấy giờ ô tô đuổi kịp xe máy?,0.0,0.0,1
images/v2_048213.jpg,+Huyết áp 110/70 mmHg,+ Huyết áp: 110/ Fo mmHg,0.2381,1.25,0
images/v2_001698.jpg,sinh nghiêm túc. Cô thích nhất,sinh nghiêm túc. Cô thích nhất,0.0,0.0,1
images/v2_007434.jpg,"ức hiếp, bài trừ của bọn Tây mà tôi thấy rợn cả người.","ức hiếp, bài trừ của bọn Tây mà tôi thấy rộn cả người.",0.0185,0.0769,0
images/v2_016358.jpg,Bài 1: Ứng dụng cơ sở dữ liệu của thư viện Hà Nội,Bài 1: Ứng dụng cơ số chữ liệu của thư viện Hà Một,0.102,0.2308,0
images/v2_018264.jpg,để soạn giáo án cho chúng em học.,để soạn giáo án cho chúng em học.,0.0,0.0,1
images/v2_042569.jpg,"Những kiến thức, bài học mà bạn được giảng dạy trong buổi học:","Những kiến thức, bài học mà bạn được giảng dạy trong buổi học:",0.0,0.0,1
images/v2_020603.jpg,- Là nhà thơ tiêu biểu nhất của phog trào,- Là nhà thơ tiêu biểu nhất của phog trào,0.0,0.0,1
images/v2_026085.jpg,thủ đoạn về văn hóa và sã hội mà thực dân pháp,thủ đoan về văn hóa và là hội mà thực dân phán,0.087,0.25,0
images/v2_024048.jpg,② Viết số thích hợp vào chỗ chấm: Tấn tạ yến kg hg dag g,2 Viết số thích hợp vào chỗ chắm: Tấn tạ yêu kg hg dag g,0.0714,0.2,0
images/v2_034698.jpg,giấy loà xoà phủ đầy hiên. Vườn có đủ thứ hoa,giấy loà xoà phủ đầy hiên. Vườn có đủ thứ hoa,0.0,0.0,1
images/v2_009023.jpg,Bênh. Tôi rất quý Trọng và Biết ơn Tập Thể khoa Tim mạch,Bênh. Tôi rất quý Trọng và Biết ơn Tập Thể Khoa Tim mạch,0.0179,0.0769,0
images/v2_037612.jpg,Diện tích còn lại của thửa ruộng là:,Diện tích còn lại của thửa ruộng là:,0.0,0.0,1
images/v2_005038.jpg,Tôi và Mai sánh bước bên nhau. Trời như,Tôi và Mai sánh bước bên nhau. Trời như,0.0,0.0,1
images/v2_050009.jpg,"Trong năm vừa qua, ngay tại thủ đô tươi đẹp của chúng ta đã","Trong năm vừa qua, ngay tại Thủ đô tươi đẹp của chúng ta đã",0.0169,0.0714,0
images/v2_029094.jpg,"học cơ sở, tôi tưởng chừng đường đi tìm con chữ đã dừng lại tại đây.","học cơ sở, tôi tương chứng đường đi tìm con chữ đã dũng lại tại đây.",0.0441,0.1875,0
images/v2_024380.jpg,"- Khả năng sư phạm: vô cùng tốt, vì rất dễ hiểu.","- Khả năng sử phạm: vô cùng tốt, vì rất dễ hiểu",0.0417,0.1667,0
images/v2_024311.jpg,"có thời gian để làm những việc đó, vì","có thời gian để làm những việc đó, vì",0.0,0.0,1
images/v2_029486.jpg,Kiểm tra lại tôi nhận thấy đây là,Kiếm tra lại tôi nhàng khấy đầy là,0.1515,0.5,0
images/v2_044503.jpg,sử dụng ít nhất một câu rút gọn và một trong đó sử dụng,sử dụng đ nhát một câu rút gọn và một trong đó sư dụng,0.0727,0.2143,0
images/v2_010055.jpg,=> Nguyên tử lưu huỳnh nặng hơn 2 lần nguyên,=> Nguyện tử lưu huynh nặng hơn 2 lần nguyên,0.0455,0.2,0
images/v2_039655.jpg,"qua. Có đôi lúc em có làm cho mọi người buồn,","qua. Có đôi lúc em có làm cho mọi người buồn,",0.0,0.0,1
images/v2_002122.jpg,"nhà lãnh đạo đức độ, tài năng, quả cảm; một tấm gương tiêu","nhà lành đạo đức độ, tào năng, quả cảm; một tấm gương trân",0.0862,0.2308,0
images/v2_037174.jpg,_ Tại điểm gấp đôi vải vẽ vuông góc để khi bung cổ ra điểm giữa cổ phẳng,Tại 3 điểm gấp đôi vải vẽ vuông góc để khi bung cổ ra điểm giữa cố phẳng,0.0694,0.1667,0
images/v2_025090.jpg,Cảm thấy biết ơn tất cả mọi người.,Cảm thấy biết ơn tất cả mọi người.,0.0,0.0,1
images/v2_023733.jpg,"* Tại vị trí 2 giờ, cách núm vú","+ Tại vì trí 2 giờ, cách núm vú",0.0645,0.2222,0
images/v2_024007.jpg,sự phát triển của Việt Nam trog suốt thời gian dài.,sự phát triển của Việt Nam trong suốt thời gian hài.,0.0392,0.1818,0
images/v2_042281.jpg,người mà các y bác sỹ đã giành cho vợ con tôi và nhiều gia đình,người nèu các y bác sỹ đã gành cho vợ con tôi và nhiều ga đình,0.0794,0.1875,0
images/v2_051020.jpg,Cải hai đoạn dài số m là,Cảu hai đoạn dài số m là,0.0417,0.1429,0
images/v2_015466.jpg,the Viet Cong use to come down out,The Wist Cory use to come doun ant,0.2353,0.625,0
images/v2_004406.jpg,chăm lo cho mình từ lúc còn nhỏ chỉ,chăm lo cho mình từ lúc còn nhỏ chỉ,0.0,0.0,1
images/v2_058299.jpg,Đổi : 5 giờ 45 phút = 23/4 giờ.,Đôi: 5 giờ 15 phút = 25 giờ.,0.1935,0.4444,0
images/v2_002280.jpg,"Biên bản làm việc kết thúc vào lúc 09 giờ 15 phút cùng ngày, được đọc","Biên bản làm việc kết thúc vào lúc 09 giờ 15 phút cùng ngày, được đọc",0.0,0.0,1
images/v2_058770.jpg,- Đường đi của máu trong tuần hoàn: Tâm nhỉ phải ->,- Dường đi của máu trong tuần hoàn: Câm nhỉ phải ->,0.0392,0.1667,0
images/v2_051204.jpg,"Bắt được người bị truy nã, yêu cầu báo ngay cho Cơ quan điều tra","Bắt được người bị truy nã, yêu cầu báo ngay cho Cơ quan điều tia",0.0156,0.0667,0
images/v2_044439.jpg,1. BS: dùng điện thoại 40p. Học bài xong ra,"4. B5: dùng điện thoại 40p, Học bài xong ra",0.0698,0.3,0
images/v2_039817.jpg,Tay thây chèo chống đưa sang bao người,Tay thây chèo chống đưa sang bao người,0.0,0.0,1
images/v2_055618.jpg,nhót tương tàng.Từ đâu vọng lại tiếng ộn oạp,chọt tương tăng. Từ đầu vọng lại tiếng ộp vẹp,0.1818,0.6667,0
images/v2_009357.jpg,các giá trị nghệ thuật của đứa con tinh thần mà nhà văn,các giói trị nghệ thuật của đứa con tinh thần mà nhà văn,0.0364,0.0769,0
images/v2_002040.jpg,"4 Xe thứ nhất chở 1486 kg bột mì, xe thứ hai chở ít hơn xe thứ","Xe thứ nhất chở 1486 kg bệt mỉ, xe thứ hai chở ít hơn xe thứ",0.0645,0.1765,0
